Date-Time,log_close_diff,1month_return,log_high_low,vol_ratio,Signal
1999-11-30,,,0.13959576961049258,,
1999-12-31,-0.0716642505584626,-0.06915662650602405,0.07658755473455425,0.5740099887548472,1.0
2000-01-31,-0.299574057568166,-0.2588661661920788,0.26480626812304253,3.3469968464281568,2.0
2000-02-29,-0.07241671928418292,-0.06985679357317498,0.1797881831307344,0.479611314806228,2.0
2000-03-31,0.15388241789470003,0.16635373638753292,0.22978049065545791,1.2019079710915366,2.0
2000-04-30,0.08690405206331286,0.0907920154539601,0.1824340490602303,0.8630826794004607,0.0
2000-05-31,-0.14489611506105282,-0.13488783943329408,0.14282786199699382,0.7233089571963778,0.0
2000-06-30,-0.03683529713035094,-0.03616513135448651,0.12240198151267823,0.9824503334077561,2.0
2000-07-31,-0.152676840208958,-0.1415929203539823,0.2981533723190761,2.216539556950904,2.0
2000-08-31,0.18369518338356672,0.20164948453608256,0.22677893451896658,0.6148028137209633,2.0
2000-09-30,0.0498681200776252,0.05113246396705562,0.09396733182838313,0.517367314152283,0.0
2000-10-31,-0.02078253918252848,-0.020568070519098924,0.16102725146134,1.9516711462264786,0.0
2000-11-30,0.18232155679395445,0.19999999999999996,0.2219404230359343,1.8139107551555131,1.0
2000-12-31,-0.08701137698962969,-0.08333333333333337,0.11886936379923929,0.42257331349089966,0.0
2001-01-31,0.08756677828132986,0.09151515151515155,0.12021519696094352,1.0563610867529443,2.0
2001-02-28,0.06658390154592864,0.06885063853414763,0.1036304114200437,0.9697588564475297,0.0
2001-03-31,-0.008084540056314093,-0.008051948051948088,0.1289267906033098,1.1509022524066743,0.0
2001-04-30,0.16008076713535635,0.17360565593087207,0.1884985604547813,1.8165355316354392,1.0
2001-05-31,0.01944382952737822,0.019634091923248498,0.12059476022967397,0.6367271952869139,0.0
2001-06-30,-0.0401839778190336,-0.03938730853391692,0.09635697148370781,0.796220311642778,0.0
2001-07-31,0.04127747164040452,0.042141230068337254,0.07368771579115885,0.750314375828271,2.0
2001-08-31,-0.07086816505105897,-0.06841530054644818,0.07064956192416405,0.7310202257085747,0.0
2001-09-30,-0.0831368059022708,-0.07977475363679021,0.08690328640961864,1.5862838986440273,2.0
2001-10-31,0.2545671075356446,0.2899031106578278,0.2830148495178437,3.472560974191561,2.0
2001-11-30,-0.06407740324790812,-0.06206760229294328,0.09923006627105968,0.3571961699996065,0.0
2001-12-31,0.03621709844232557,0.03688092729188619,0.10101595205245806,0.9003637993854742,2.0
2002-01-31,0.12588024588900248,0.13414634146341453,0.1507812135171105,1.350900292244084,1.0
2002-02-28,0.05796454044547339,0.059677419354838834,0.09688422364400084,0.9018931942008505,0.0
2002-03-31,-0.005936748841967265,-0.005919161170302778,0.07466023483929707,0.7345956195950395,0.0
2002-04-30,0.070284993126144,0.07281388227288188,0.08865834014771146,1.535415955179895,1.0
2002-05-31,0.013232707266573662,0.013320647002854402,0.05667238709891098,0.5075268146899423,0.0
2002-06-30,-0.7814397877056232,-0.5422535211267605,0.8076961222721781,19.48814181365164,0.0
2002-07-31,0.05487661022583401,0.05641025641025643,0.25437041065645083,0.10987420318641013,2.0
2002-08-31,-0.01861886220320974,-0.01844660194174763,0.15920907731068068,0.7194950546730469,2.0
2002-09-30,-0.09034396282560264,-0.08638311902406848,0.14456711956320056,1.0051749915929984,0.0
2002-10-31,-0.20694560443073406,-0.18693612414290872,0.3336526858811131,2.2546035076068542,1.0
2002-11-30,0.05944902702608035,0.06125166444740349,0.10875011331267581,0.26090212042091776,2.0
2002-12-31,0.012881956654712923,0.012965286491007921,0.07671354701285038,0.65316918516478,0.0
2003-01-31,-0.04388890021334069,-0.04293971924029727,0.09460399279235698,1.4004361333182525,0.0
2003-02-28,0.026815822587165528,0.027178602243313144,0.07633964667341475,0.7452327986261663,2.0
2003-03-31,0.02160449629666017,0.021839563208735813,0.14744184289826112,1.8940005017157486,1.0
