Date-Time,Signal,log_close_diff,1month_return,log_high_low,prev_month_volatility,prev2_month_volatilty,vol_ratio
1999-11-30,0,,,0.09419538096112356,0.7914594802992243,,
1999-12-31,0,-0.00900490961369993,-0.008964486840593033,0.051066982252991,0.3019507501041402,0.7914594802992243,0.3815113187980043
2000-01-31,0,-0.012737963791543905,-0.01265717930451793,0.07224625484892577,0.5249657307695632,0.3019507501041402,1.7385806479649648
2000-02-29,1,-0.08977157539269998,-0.08586002651140157,0.08472505266347019,0.6194985590572681,0.5249657307695632,1.1800742843711463
2000-03-31,0,0.06943085681043382,0.0718979441997063,0.09289414090016379,0.5977442611504225,0.6194985590572681,0.9648840217805339
2000-04-30,1,-0.04061367218492151,-0.039799989725499696,0.05382512258682226,0.3761863065855162,0.5977442611504225,0.629343234281339
2000-05-31,0,0.017645260269317564,0.017801857585139302,0.048577388355436124,0.3113204089762076,0.3761863065855162,0.827569753407377
2000-06-30,1,-0.0314273619322476,-0.030938655359113998,0.060513743645057794,0.42923938348088003,0.3113204089762076,1.3787704599658428
2000-07-31,0,0.0012233655277222866,0.0012241141445756831,0.03238302092282286,0.15182411598315154,0.42923938348088003,0.35370499964832414
2000-08-31,1,-0.022518826145406567,-0.022267169920358487,0.06355420471496709,0.36653033453382045,0.15182411598315154,2.414177300887401
2000-09-30,1,0.046227381224078545,0.047312523088289815,0.05261431728980526,0.27036516107561337,0.36653033453382045,0.7376337934470912
2000-10-31,1,0.01766965696311118,0.017826688888300968,0.07403320086087861,0.4156807158141314,0.27036516107561337,1.5374788458705204
2000-11-30,1,0.02091052072406452,0.021130677515885044,0.03536349704515018,0.20732097203724853,0.4156807158141314,0.49875051728392084
2000-12-31,1,0.04026322661945825,0.04108477935511878,0.05282058583301774,0.29397826429760143,0.20732097203724853,1.4179861371901321
2001-01-31,0,0.020201077404043755,0.020406500089645396,0.07018015400555289,0.37035383678263945,0.29397826429760143,1.2598000660610784
2001-02-28,0,-0.01310360804802313,-0.013018129542369028,0.03549507057661083,0.25270872941559563,0.37035383678263945,0.6823440297282793
2001-03-31,0,-0.044527535277761654,-0.04355073636510742,0.09354593186155657,0.6713638138160503,0.25270872941559563,2.656670449685771
2001-04-30,1,-0.0015579228592614847,-0.0015567099274100826,0.06209615925217271,0.3676715408123492,0.6713638138160503,0.5476487312035693
2001-05-31,0,0.017338270127732702,0.017489450404189366,0.042449603536235614,0.24952825460793565,0.3676715408123492,0.6786716591026253
2001-06-30,1,-0.006265527627133061,-0.006245940138909889,0.029927753773364874,0.18199329262454556,0.24952825460793565,0.7293494394472381
2001-07-31,1,0.037453495634387046,0.03816371681415953,0.05649270872272005,0.4036089528469493,0.18199329262454556,2.2177133400163247
2001-08-31,0,0.003239769763945244,0.0032450234900953667,0.04310760058340435,0.26028517555757846,0.4036089528469493,0.6448944546982832
2001-09-30,1,-0.08024924525941746,-0.07711370731550315,0.1272892935226504,0.9128084253407431,0.26028517555757846,3.5069551056272816
2001-10-31,1,0.05110408729982918,0.05243243243243234,0.07330739165861555,0.3662049708388881,0.9128084253407431,0.4011849153366295
2001-11-30,1,0.03712712080733915,0.03782494159749494,0.03925598159017518,0.21247073242367226,0.3662049708388881,0.5801961997865638
2001-12-31,1,0.047968808887116854,0.04913793103448283,0.04712136711129222,0.3169520299217736,0.21247073242367226,1.4917444219553162
2002-01-31,1,0.044972958316763734,0.04599957393712528,0.047547864323215894,0.24278255550988723,0.3169520299217736,0.7659914832216344
2002-02-28,1,0.03861009720417341,0.03936515325642631,0.06872097861106896,0.5737224764687685,0.24278255550988723,2.363112437233588
2002-03-31,1,0.022242977622738636,0.022492197013170845,0.02888437400809929,0.20885620674613217,0.5737224764687685,0.36403699578170806
2002-04-30,0,0.0024335901979455343,0.002436553782133366,0.0435803863724713,0.31112380630625497,0.20885620674613217,1.4896555441343937
2002-05-31,0,-0.02455060825353872,-0.02425169324885279,0.03883443033489842,0.26304229857340733,0.31112380630625497,0.8454586027868322
2002-06-30,0,-0.059208668862194,-0.05748992386923435,0.07749773852979347,0.676530135567052,0.26304229857340733,2.5719442813424642
2002-07-31,0,-0.055311949084905,-0.05381006117479359,0.16995026499140753,1.137075697772677,0.676530135567052,1.680746559529985
2002-08-31,0,-0.038765101687838754,-0.038023350699893266,0.08102017456893673,0.4143338207041579,1.137075697772677,0.36438543319126593
2002-09-30,1,-0.07618941024004311,-0.0733593252964877,0.0739165039023133,0.6106315381537872,0.4143338207041579,1.4737670632728521
2002-10-31,1,0.05022766096144826,0.05151045701006951,0.08443124258219648,0.5930336916007902,0.6106315381537872,0.9711809078741606
2002-11-30,0,0.049913638931735616,0.051180311401305856,0.05585398564946953,0.3628418916306986,0.5930336916007902,0.6118402660248031
2002-12-31,0,-0.027121619775837047,-0.026757131253284827,0.03565326901305976,0.1962098158973332,0.3628418916306986,0.5407584416879737
2003-01-31,0,-0.018498553820292418,-0.01832850573584044,0.07026757320617971,0.5233083961151758,0.1962098158973332,2.6670857098657947
2003-02-28,0,-0.04753900927036625,-0.04642672579058793,0.051544690755540135,0.29221079538975486,0.5233083961151758,0.5583911849284408
2003-03-31,1,-0.010685890286601385,-0.01062899898604952,0.10534368899766555,0.6030359812397629,0.29221079538975486,2.0637019259860847
2003-04-30,1,0.061869042599505875,0.0638230201081389,0.06376906551420225,0.3860618970830774,0.6030359812397629,0.6401971177397819
2003-05-31,1,0.04264473520212464,0.043567086336909755,0.0439078652730065,0.24961789028232054,0.3860618970830774,0.6465747906445292
2003-06-30,1,0.03161389876652665,0.032118925973674495,0.0813557808484906,0.5125593201754057,0.24961789028232054,2.053375739998826
2003-07-31,0,0.0582860746543048,0.0600181966783353,0.057222597291679556,0.3689520767987053,0.5125593201754057,0.7198231741692731
2003-08-31,0,-0.0145808287928606,-0.0144750432796521,0.06771611573698566,0.5926619921884473,0.3689520767987053,1.6063386804346267
2003-09-30,1,-0.04566562220221826,-0.04463863958431746,0.059882690287409,0.398056310149752,0.5926619921884473,0.6716413662362594
2003-10-31,1,0.07590751746036917,0.07886279357231141,0.050446410102392036,0.3332876201270553,0.398056310149752,0.8372876189342905
2003-11-30,1,0.02620607628109317,0.026552474793767322,0.028069635644366375,0.2185772532416205,0.3332876201270553,0.6558216988626666
2003-12-31,1,0.019896178576710444,0.020095426769720204,0.03649422711981609,0.2645260286734071,0.2185772532416205,1.2102175535209683
2004-01-31,1,0.0029988469547714836,0.003003347994485539,0.03059839309445156,0.21830423215562278,0.2645260286734071,0.8252656014624129
2004-02-29,1,0.03520697974299036,0.03583408328560922,0.04147357731135548,0.3906733632565665,0.21830423215562278,1.7895821780407204
2004-03-31,1,0.017019910179321585,0.017165574072611545,0.03645438572447057,0.3009785202285307,0.3906733632565665,0.7704096274177501
2004-04-30,0,0.010402545077182523,0.01045683965316413,0.03711881057252597,0.2726445935538572,0.3009785202285307,0.9058606353265349
2004-05-31,0,-0.00028180921702603,-0.00028176951253877647,0.05076050369632901,0.46495298979537814,0.2726445935538572,1.7053446163550392
2004-06-30,0,-0.0263379774524366,-0.025994158040381188,0.07447667337177277,0.7456445147479889,0.46495298979537814,1.6036987203289965
2004-07-31,0,-0.01675205464928098,-0.01661251923658713,0.04084321965113746,0.32345508030297776,0.7456445147479889,0.43379261015860665
2004-08-31,1,-0.02022618282233246,-0.0200230057246803,0.04434862757005975,0.31271338987202013,0.32345508030297776,0.9667907815178046
2004-09-30,1,0.020761056604874373,0.02097806652381018,0.028726519775150283,0.22431766024638436,0.31271338987202013,0.7173266879879615
2004-10-31,1,0.028290998503100795,0.028694989572750185,0.03511870328126365,0.2575469827644018,0.22431766024638436,1.148135115538916
2004-11-30,1,0.07094417014771937,0.07352128966023619,0.07780111047927596,0.6851514014713399,0.2575469827644018,2.6602967509741746
2004-12-31,0,0.056754820237078896,0.05839628123184171,0.052755950537430873,0.523962128331659,0.6851514014713399,0.764739190792674
2005-01-31,1,-0.022836321193868248,-0.022577545978588964,0.025004388399965105,0.21237306767151795,0.523962128331659,0.4053214081478222
2005-02-28,0,0.020420100428652166,0.020630017084415808,0.025887993195242487,0.2366353983207543,0.21237306767151795,1.1142439148016803
2005-03-31,0,-0.018935093461528663,-0.018756950734341693,0.05076685243179213,0.49518522949875066,0.2366353983207543,2.0926084305761283
2005-04-30,1,-0.03893238643458918,-0.03818426126073482,0.035552439803448355,0.4182513999443674,0.49518522949875066,0.8446362593806377
2005-05-31,0,0.04896542938867121,0.05018404460803949,0.04713788050895795,0.46801173907884486,0.4182513999443674,1.1189723193780015
2005-06-30,0,-0.006615392671575293,-0.006593559133814431,0.028462672888449614,0.26741456527102225,0.46801173907884486,0.5713843114220934
2005-07-31,0,-0.0027168384801861123,-0.002713151214513654,0.0596328256291736,0.5715464652117441,0.26741456527102225,2.1373049169273446
2005-08-31,1,-0.040763615700074585,-0.03994395469671308,0.053785312473049185,0.5436676840309477,0.5715464652117441,0.9512221964832412
2005-09-30,0,0.004332399604356496,0.004341798015178089,0.05277156174623476,0.43415987387296634,0.5436676840309477,0.7985758334097568
2005-10-31,1,-0.038362288520283894,-0.03763577578377597,0.06520426524400946,0.5062907013046744,0.43415987387296634,1.1661388621390958
2005-11-30,0,0.03301994145685816,0.03357114995029753,0.034731897071568874,0.3054502977273644,0.5062907013046744,0.6033101080866016
2005-12-31,1,-0.0024744190734522498,-0.002471360222057073,0.0254727912140722,0.18562251710982708,0.3054502977273644,0.6077012151924897
2006-01-31,1,0.09046331126502549,0.09468134443115517,0.09362924410003082,0.9700446842776573,0.18562251710982708,5.225899849767213
2006-02-28,1,0.02630760739324467,0.02665670709953627,0.02999838142511102,0.3345633734998824,0.9700446842776573,0.344894806314015
2006-03-31,1,0.03273132103280174,0.03327288325170774,0.047984926773939396,0.601389436222496,0.3345633734998824,1.7975351872242744
2006-04-30,0,0.03267081982387321,0.03321037088417356,0.03985359945125433,0.4811320269308406,0.601389436222496,0.8000340510684266
2006-05-31,1,-0.008622064057991707,-0.008585000661167186,0.0596034748842067,0.6806618803683318,0.4811320269308406,1.4147091489841148
2006-06-30,0,0.006881171487451709,0.00690490114602893,0.07659425454606428,0.6937965267928469,0.6806618803683318,1.019296873827292
2006-07-31,1,-0.04127213317905376,-0.040432035867128624,0.0776868507623174,0.8364351203954583,0.6937965267928469,1.205591391847945
2006-08-31,1,0.0069312813541499985,0.006955358280593016,0.03643396086745332,0.38499497924748677,0.8364351203954583,0.4602807436701904
2006-09-30,1,0.03929087895753902,0.0400729749965727,0.0496342706413504,0.5599602915571014,0.38499497924748677,1.4544612832395962
2006-10-31,1,0.026139000314980176,0.02648362010402816,0.05089810649606363,0.5012722198619904,0.5599602915571014,0.8951924402855157
2006-11-30,1,0.01731774300332134,0.017468564486018412,0.05276413703164584,0.5720462809486645,0.5012722198619904,1.1411888755897135
2006-12-31,1,4.3685185147079864e-05,4.368613935867849e-05,0.025005657359524314,0.25458962223359416,0.5720462809486645,0.44505074276750883
2007-01-31,1,0.013000973970686669,0.013085854075253422,0.02756108647158939,0.3165908793812157,0.25458962223359416,1.2435341103210147
2007-02-28,1,0.0029087589400469405,0.0029129934840934624,0.050828711140239236,0.6769757736027092,0.3165908793812157,2.1383299952477284
2007-03-31,1,0.015472436080431695,0.015592753955514738,0.05208424160914804,0.5585740931588496,0.6769757736027092,0.8251020419626642
2007-04-30,1,0.039873249277525336,0.04067885903514723,0.05754471171804898,0.7696509752071278,0.5585740931588496,1.3778851984605938
2007-05-31,0,0.0368466471308726,0.03753389983728095,0.03273515070376476,0.3231279201089027,0.7696509752071278,0.41983695274594146
2007-06-30,0,-0.043049173408684194,-0.0421357125431292,0.05318299267803228,0.679162104857432,0.3231279201089027,2.1018366491776272
2007-07-31,1,-0.01813759013891625,-0.01797409401833794,0.07211153914829449,0.8052644676651608,0.679162104857432,1.185673437763728
2007-08-31,1,0.059416473429255934,0.06121711745090774,0.06299827873771457,0.711624888581527,0.8052644676651608,0.8837157445241078
2007-09-30,1,0.030125815673045953,0.030584189440424403,0.0594650026200374,0.8551618347071253,0.711624888581527,1.2017031000864917
2007-10-31,0,0.026807007537398952,0.02716954765272339,0.056809626017421344,0.6585869249099516,0.8551618347071253,0.7701313344222193
2007-11-30,0,-0.017122783429661226,-0.016977021708018625,0.06781509157047427,0.9450031238273076,0.6585869249099516,1.4348950580160964
2007-12-31,0,-0.054980967431783156,-0.05349683783194359,0.08572487773590964,0.8448505201982003,0.9450031238273076,0.8940187591936368
2008-01-31,0,-0.0742388625631869,-0.07155010456914002,0.09958225432993206,1.0848988089666673,0.8448505201982003,1.284131077663481
2008-02-29,1,-0.01943163570401296,-0.01924405841366783,0.05600550398639248,0.5991650891993182,1.0848988089666673,0.5522773960550335
2008-03-31,1,0.038088240527327955,0.03882289511434123,0.0866448039003318,0.9249914167387305,0.5991650891993182,1.543800587538943
2008-04-30,1,0.005763597035183032,0.005780238516811309,0.06013300692320911,0.6469869384523141,0.9249914167387305,0.6994518292217403
2008-05-31,0,0.009695764803894225,0.009742921013412786,0.041005489957503194,0.3934824952375872,0.6469869384523141,0.6081768763042635
2008-06-30,1,-0.128234721342392,-0.1203531169861447,0.12042800573627765,1.3494272794873414,0.3934824952375872,3.42944678815394
2008-07-31,1,0.015710833586684902,0.01583489759750001,0.08477658325530335,0.9302565918958099,1.3494272794873414,0.6893714141077851
2008-08-31,0,0.013147558886018818,0.01323436806408651,0.06045378850847616,0.5845687854892001,0.9302565918958099,0.6283952090012953
2008-09-30,0,-0.11727120041031913,-0.1106560299946,0.13717008874287684,1.0579273233253659,0.5845687854892001,1.8097567807012356
2008-10-31,0,-0.19604805410752757,-0.17802726543704883,0.32691018345007006,2.130545504813987,1.0579273233253659,2.0138864531044325
2008-11-30,1,-0.04463296365574898,-0.04365156794425096,0.23499628430050024,1.3477894929175602,2.130545504813987,0.6326030070102786
2008-12-31,0,0.07582096473932465,0.07876941910285917,0.16496254583880532,1.1570315249185228,1.3477894929175602,0.8584660520048248
2009-01-31,0,-0.105130883675836,-0.09979330748551107,0.1350347041286768,1.1459995822844802,1.1570315249185228,0.9904653050531017
2009-02-28,1,-0.05690421155711434,-0.055315445104748284,0.11505273462711552,0.8359324898411453,1.1459995822844802,0.7294352482875822
2009-03-31,1,0.09717139705793931,0.1020492454328834,0.2123220096430205,1.6486739685779594,0.8359324898411453,1.9722573157687193
2009-04-30,1,0.0979223637969544,0.10287715858967306,0.08248969939596362,0.7036533835159999,1.6486739685779594,0.4267995958733589
2009-05-31,1,0.03495835736034669,0.035576583759198144,0.06645116906965809,0.48665091869868743,0.7036533835159999,0.6916060237883043
2009-06-30,1,0.003389299870956375,0.0033950500422803565,0.07237876797604859,0.7026263123175039,0.48665091869868743,1.4437994162146828
2009-07-31,1,0.0795297685307439,0.08277779175366651,0.10555027302069053,1.1311700943440688,0.7026263123175039,1.6099170704454258
2009-08-31,1,0.004693728883173431,0.004704761683491654,0.046435634955438676,0.34353925264370594,1.1311700943440688,0.3037025592892057
2009-09-30,0,0.031446949088301146,0.0319466284340022,0.07345866596518169,0.6973828448713453,0.34353925264370594,2.0299946498242525
2009-10-31,1,-0.04427047214919355,-0.043304836920594614,0.060970396379000036,0.6150292256489158,0.6973828448713453,0.8819104601897366
2009-11-30,1,0.049288616135172436,0.050523505024242965,0.062014491308372666,0.5753048226314781,0.6150292256489158,0.9354105441484921
2009-12-31,0,0.037171191283403626,0.03787068004459293,0.047576586502565466,0.550521157337868,0.5753048226314781,0.95692081081426
2010-01-31,1,-0.016221605758228286,-0.016090744062644213,0.05129329438755059,0.5003389461639551,0.550521157337868,0.9088459898315682
2010-02-28,1,0.058218028792127896,0.05994606928023227,0.06636397369100866,0.7929725673589038,0.5003389461639551,1.5848707629868495
2010-03-31,1,0.06545863534811502,0.06764857348851594,0.0646234989070571,0.6711264283133009,0.7929725673589038,0.846342554507999
2010-04-30,0,0.04718193898028522,0.04831272067761283,0.06768140257183974,0.7309896156213064,0.6711264283133009,1.0891980777131005
2010-05-31,0,-0.04218758212210183,-0.041310069386928494,0.07841337941084658,0.9566773797127519,0.7309896156213064,1.3087427772823033
2010-06-30,1,-0.0740437344357483,-0.07136892020311614,0.09907881049817702,0.9512219139018718,0.9566773797127519,0.9942974863558307
2010-07-31,0,0.07205475483727541,0.07471418825329224,0.0915445492792144,1.0006321704118448,0.9512219139018718,1.051943984666306
2010-08-31,1,-0.01832598410884012,-0.018159084351255128,0.042434464212739886,0.5565626389256882,1.0006321704118448,0.5562110187768754
2010-09-30,1,0.05024358707714516,0.05152720362061869,0.047860175658201776,0.5590013078983119,0.5565626389256882,1.0043816612939218
2010-10-31,1,0.07093616661558544,0.07351269773248115,0.08311576800022769,0.9992582845999131,0.5590013078983119,1.787577722057295
2010-11-30,0,0.05176396888145307,0.05312714239844496,0.053130609193673184,0.6834990096590075,0.9992582845999131,0.6840063477008544
2010-12-31,1,-0.0008573572489596337,-0.0008569898232458906,0.022410723850126768,0.2840086015484007,0.6834990096590075,0.41552159920478954
2011-01-31,1,0.01721170666151073,0.017360681561389146,0.034649542136059086,0.45097945693761066,0.2840086015484007,1.5879077410997176
2011-02-28,1,0.043931393788268824,0.04491066506696062,0.06373059432901629,0.8246229873271239,0.45097945693761066,1.8285156333433694
2011-03-31,1,0.055324074960059644,0.056883068520357405,0.07171891061297675,0.9408736513309471,0.8246229873271239,1.1409743189195223
2011-04-30,0,0.018985035816252438,0.019166397510056665,0.020976329161209506,0.3396322710322616,0.9408736513309471,0.36097543017792283
2011-05-31,1,-0.0037523766959459692,-0.003745345328041827,0.024496623372937343,0.3874187387902784,0.3396322710322616,1.1407006101416008
2011-06-30,0,0.009189924886221057,0.009232281899088202,0.0683299531489423,0.9719802073621154,0.3874187387902784,2.5088621433158864
2011-07-31,0,-0.003638520618910679,-0.0036319092237598882,0.04479399344124202,0.625933751695659,0.9719802073621154,0.6439778783092696
2011-08-31,0,-0.03584240576166309,-0.035207672785051214,0.13137995965800897,1.7346814800220187,0.625933751695659,2.7713499636706826
2011-09-30,1,-0.07122190779388937,-0.06874478359365699,0.07805436166745361,0.9281418883709118,1.7346814800220187,0.5350503242584516
2011-10-31,1,0.10489068129580836,0.11058919554762459,0.15863706554368662,2.167872119782157,0.9281418883709118,2.3357119713530414
2011-11-30,1,0.008602033864995917,0.00863913767139568,0.07866217508279671,1.1317441440668052,2.167872119782157,0.5220530001467664
2011-12-31,1,0.012522524998890727,0.012601260126012592,0.04704233756137821,0.771010594307281,1.1317441440668052,0.6812587441687433
2012-01-31,1,0.06845939588080752,0.07085714285714295,0.0677501892978869,1.2494174023158668,0.771010594307281,1.62049317031553
