Date,1m_pct_change_production,3m_pct_change_production,6m_pct_change_production,3m_production_vol,6m_production_vol,log_close_diff,1month_return,log_high_low,prev_month_volatility,prev2_month_volatilty,vol_ratio,Signal
1999-11,-0.05274773780622377,-0.07159852909366216,-0.0032512772875058493,506.00790507646207,438.1858053383776,,,0.0941953809611235,0.7914594802992243,,,
1999-12,-0.014445479962721386,-0.07175773535220542,-0.08993115318416522,550.5742456743504,549.8716213808858,-0.0090049096136999,-0.008964486840593,0.051066982252991,0.3019507501041402,0.7914594802992243,0.3815113187980043,0.0
2000-10,0.030536028119507952,0.06347766946270683,0.1565581854043392,566.6850977393427,560.2156727547392,0.0176696569631111,0.0178266888883009,0.0740332008608786,0.4156807158141314,0.2703651610756133,1.5374788458705204,2.0
2000-11,-0.07418460882541034,-0.10967609676096757,-0.05853024062432255,606.8047461909506,710.9385346146639,0.0209105207240645,0.021130677515885,0.0353634970451501,0.2073209720372485,0.4156807158141314,0.4987505172839208,1.0
2000-12,-0.0794381763757771,-0.12170474516695962,-0.1574288724973657,1200.3149586670495,1055.2211142694443,0.0402632266194582,0.0410847793551187,0.0528205858330177,0.2939782642976014,0.2073209720372485,1.417986137190132,1.0
2001-10,0.1266509433962264,0.09614502065167518,0.2315029646816189,1159.894822817931,817.6730397903807,0.0511040872998291,0.0524324324324323,0.0733073916586155,0.3662049708388881,0.9128084253407432,0.4011849153366295,0.0
2001-11,-0.07808247854301864,-0.09289392378990735,-0.04052287581699343,953.3037291440016,843.2947290242255,0.0371271208073391,0.0378249415974949,0.0392559815901751,0.2124707324236722,0.3662049708388881,0.5801961997865638,2.0
2001-12,-0.042007266121707576,-0.0049528301886792025,-0.07090949130147539,984.599410928049,948.8015598638328,0.0479688088871168,0.0491379310344828,0.0471213671112922,0.3169520299217736,0.2124707324236722,1.4917444219553162,2.0
2002-10,0.14074494662729942,0.03392412359249897,0.14394060172637624,1165.457455250866,804.3834433900506,0.0502276609614482,0.0515104570100695,0.0844312425821964,0.5930336916007902,0.6106315381537872,0.9711809078741606,0.0
2002-11,-0.13767495570111676,-0.12322111783639322,-0.07304440877474572,1317.0843405036164,1003.5730327186127,0.0499136389317356,0.0511803114013058,0.0558539856494695,0.3628418916306986,0.5930336916007902,0.6118402660248031,2.0
2002-12,-0.02627447358699697,-0.04215307744719521,-0.08410971398788203,1509.7223453336894,1213.156387280731,-0.027121619775837,-0.0267571312532848,0.0356532690130597,0.1962098158973332,0.3628418916306986,0.5407584416879737,2.0
2003-10,-0.044718081659105624,-0.09368531081551934,0.02753572673405369,443.2373630458833,541.41799379042,0.0759075174603691,0.0788627935723114,0.050446410102392,0.3332876201270553,0.398056310149752,0.8372876189342905,0.0
2003-11,-0.19314789687924017,-0.2336655354611451,-0.2445851241769177,1948.4706926202152,1653.9636960949417,0.0262060762810931,0.0265524747937673,0.0280696356443663,0.2185772532416205,0.3332876201270553,0.6558216988626666,2.0
2003-12,0.11087754701645225,-0.1437675523871247,-0.17159577803323234,1480.6812080930604,1709.3846109053513,0.0198961785767104,0.0200954267697202,0.036494227119816,0.2645260286734071,0.2185772532416205,1.2102175535209685,1.0
2004-10,0.0033052741713037737,0.0028760220574253204,0.07844289949902872,178.1344436090354,378.8051530801062,0.0282909985031007,0.0286949895727501,0.0351187032812636,0.2575469827644018,0.2243176602463843,1.148135115538916,1.0
2004-11,-0.08110350058066507,-0.09847463144677493,-0.06352503562715883,670.9320979055279,652.3623410345227,0.0709441701477193,0.0735212896602361,0.0778011104792759,0.6851514014713399,0.2575469827644018,2.6602967509741746,1.0
2004-12,0.053209873358953885,-0.02901032006467863,-0.08262940330697355,596.8740905751539,520.1361052648065,0.0567548202370788,0.0583962812318417,0.0527559505374308,0.523962128331659,0.6851514014713399,0.764739190792674,2.0
2005-10,-0.03708600055663802,-0.0029299454838012107,0.10016694490818034,853.8637596243852,691.4040208156416,-0.0383622885202838,-0.0376357757837759,0.0652042652440094,0.5062907013046744,0.4341598738729663,1.1661388621390958,1.0
2005-11,-0.0031794204783581748,-0.1072160500485384,-0.002001543358734481,333.78394209413256,696.1966762345511,0.0330199414568581,0.0335711499502975,0.0347318970715688,0.3054502977273644,0.5062907013046744,0.6033101080866016,0.0
2005-12,-0.0066690830010874835,-0.04654884497634304,-0.07663799106039859,72.11990016564178,694.9605485205888,-0.0024744190734522,-0.002471360222057,0.0254727912140722,0.185622517109827,0.3054502977273644,0.6077012151924897,2.0
